time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.status.status,.status.service,.latitude,.longitude,.altitude,.position_covariance,.position_covariance_type
2019/07/11/09:07:44.069726,774,1562828864,69510936,map,0,1,47.059103,15.4581353333,406.8,"(0.5076562499999999, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:07:45.070420,775,1562828865,69991111,map,0,1,47.0591028333,15.4581356667,406.9,"(0.5184, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:07:46.071880,776,1562828866,71557044,map,0,1,47.0591028333,15.4581418333,407.2,"(0.42614784000000006, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:07:47.069807,777,1562828867,69653034,map,0,1,47.0591023333,15.458151,407.3,"(0.417316, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:07:48.069408,778,1562828868,69230079,map,0,1,47.0591028333,15.4581546667,407.3,"(0.4761000000000001, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:07:49.066380,779,1562828869,66257953,map,0,1,47.0591031667,15.4581546667,407.2,"(0.38291344, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:07:50.069707,780,1562828870,69540023,map,0,1,47.0591033333,15.4581561667,407.2,"(0.44555625, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:07:51.071367,781,1562828871,71084976,map,0,1,47.0591036667,15.458156,407.1,"(0.44555625, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:07:52.070096,782,1562828872,69933891,map,0,1,47.0591033333,15.458156,407.0,"(0.44555625, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:07:53.070697,783,1562828873,69976091,map,0,1,47.0591033333,15.4581618333,406.8,"(0.43560000000000004, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:07:54.069256,784,1562828874,69040060,map,0,1,47.0591035,15.4581653333,406.6,"(0.43560000000000004, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:07:55.070191,785,1562828875,69881916,map,0,1,47.0591035,15.45817,406.5,"(0.43560000000000004, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:07:56.067213,786,1562828876,67070960,map,0,1,47.059104,15.458179,406.5,"(0.44555625, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:07:57.069852,787,1562828877,69684028,map,0,1,47.0591041667,15.4581841667,406.5,"(0.46580625, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:07:58.069762,788,1562828878,69616079,map,0,1,47.0591046667,15.4581893333,406.3,"(0.46580625, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:07:59.069598,789,1562828879,69411993,map,0,1,47.0591051667,15.458195,406.3,"(0.46580625, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:00.067363,790,1562828880,67250013,map,0,1,47.0591053333,15.4581968333,406.2,"(0.49098049, 0.0, 0.0, 0.0, 0.7174090000000002, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:08:01.070037,791,1562828881,69854974,map,0,1,47.059105,15.458197,406.2,"(0.4761000000000001, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:02.070185,792,1562828882,69928884,map,0,1,47.0591046667,15.4581976667,406.2,"(0.48650625000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:03.070791,793,1562828883,70472955,map,0,1,47.0591043333,15.458198,406.1,"(0.49702499999999994, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:04.071093,794,1562828884,70903062,map,0,1,47.059104,15.4581985,406.1,"(0.49702499999999994, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:05.070239,795,1562828885,70038080,map,0,1,47.0591045,15.4582058333,405.7,"(0.49702499999999994, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:06.070548,796,1562828886,70185899,map,0,1,47.059104,15.4582131667,405.9,"(0.4761000000000001, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:07.067296,797,1562828887,67039966,map,0,1,47.0591046667,15.4582208333,405.9,"(0.45562500000000006, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:08.075824,798,1562828888,70975065,map,0,1,47.059106,15.458228,405.8,"(0.46963609, 0.0, 0.0, 0.0, 0.5929, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:08:09.072351,799,1562828889,71885108,map,0,1,47.0591075,15.4582373333,405.6,"(0.45914175999999995, 0.0, 0.0, 0.0, 0.5929, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:08:10.071173,800,1562828890,70998907,map,0,1,47.0591081667,15.4582421667,405.6,"(0.44876601000000005, 0.0, 0.0, 0.0, 0.5929, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:08:11.070600,801,1562828891,70483922,map,0,1,47.059108,15.4582428333,405.6,"(0.3815532899999999, 0.0, 0.0, 0.0, 0.5041, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/09:08:12.069827,802,1562828892,69566011,map,0,1,47.059108,15.4582428333,405.6,"(0.3728323599999999, 0.0, 0.0, 0.0, 0.5041, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/09:08:13.069733,803,1562828893,69608926,map,0,1,47.0591083333,15.458245,405.4,"(0.41602500000000003, 0.0, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:14.071506,804,1562828894,71367025,map,0,1,47.0591086667,15.4582463333,405.3,"(0.41602500000000003, 0.0, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:15.070981,805,1562828895,70833921,map,0,1,47.059109,15.4582475,405.3,"(0.44876601000000005, 0.0, 0.0, 0.0, 0.5929, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:08:16.070464,806,1562828896,69937944,map,0,1,47.0591095,15.4582486667,405.2,"(0.43850884, 0.0, 0.0, 0.0, 0.5929, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:08:17.070315,807,1562828897,70147037,map,0,1,47.0591098333,15.4582495,405.0,"(0.42837024999999995, 0.0, 0.0, 0.0, 0.5929, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:08:18.066435,808,1562828898,66183090,map,0,1,47.0591101667,15.4582496667,405.0,"(0.41835024000000004, 0.0, 0.0, 0.0, 0.5929, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:08:19.070196,809,1562828899,70080041,map,0,1,47.0591105,15.4582525,404.9,"(0.41835024000000004, 0.0, 0.0, 0.0, 0.5929, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:08:20.069051,810,1562828900,68933010,map,0,1,47.059111,15.4582581667,404.8,"(0.41835024000000004, 0.0, 0.0, 0.0, 0.5929, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:08:21.071795,811,1562828901,71552991,map,0,1,47.0591113333,15.4582605,404.8,"(0.38750624999999994, 0.0, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:22.072295,812,1562828902,71724891,map,0,1,47.0591115,15.4582656667,404.9,"(0.31091776, 0.0, 0.0, 0.0, 0.4624000000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:08:23.069858,813,1562828903,69736003,map,0,1,47.0591116667,15.4582681667,404.8,"(0.36905625000000003, 0.0, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:24.071046,814,1562828904,70861101,map,0,1,47.059112,15.4582686667,404.7,"(0.36905625000000003, 0.0, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:25.071067,815,1562828905,70951938,map,0,1,47.0591121667,15.4582691667,404.6,"(0.36905625000000003, 0.0, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:26.070924,816,1562828906,70729970,map,0,1,47.0591125,15.4582693333,404.6,"(0.3033806400000001, 0.0, 0.0, 0.0, 0.4624000000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:08:27.071639,817,1562828907,71419000,map,0,1,47.0591128333,15.4582695,404.6,"(0.3307400100000001, 0.0, 0.0, 0.0, 0.5041, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/09:08:28.071656,818,1562828908,71506977,map,0,1,47.0591131667,15.4582695,404.6,"(0.3307400100000001, 0.0, 0.0, 0.0, 0.5041, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/09:08:29.066515,819,1562828909,66396951,map,0,1,47.0591135,15.4582693333,404.7,"(0.3307400100000001, 0.0, 0.0, 0.0, 0.5041, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/09:08:30.069261,820,1562828910,69112062,map,0,1,47.0591135,15.4582695,404.6,"(0.38900169000000007, 0.0, 0.0, 0.0, 0.5929, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:08:31.072327,821,1562828911,72079896,map,0,1,47.0591136667,15.4582696667,404.6,"(0.38900169000000007, 0.0, 0.0, 0.0, 0.5929, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:08:32.071541,822,1562828912,71264028,map,0,1,47.0591136667,15.4582696667,404.5,"(0.3307400100000001, 0.0, 0.0, 0.0, 0.5041, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/09:08:33.070682,823,1562828913,70528030,map,0,1,47.0591136667,15.4582696667,404.5,"(0.39866595999999993, 0.0, 0.0, 0.0, 0.5929, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:08:34.070088,824,1562828914,69900989,map,0,1,47.0591133333,15.4582696667,404.4,"(0.38750624999999994, 0.0, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:35.070248,825,1562828915,70102930,map,0,1,47.0591133333,15.4582695,404.4,"(0.31854736, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:08:36.067945,826,1562828916,67794084,map,0,1,47.0591133333,15.4582693333,404.4,"(0.32626944, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:08:37.072226,827,1562828917,71947097,map,0,1,47.0591133333,15.4582693333,404.3,"(0.40640624999999997, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:38.071502,828,1562828918,71192979,map,0,1,47.0591133333,15.4582691667,404.2,"(0.3340840000000001, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:08:39.072478,829,1562828919,72329044,map,0,1,47.0591131667,15.458269,404.1,"(0.41602500000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:40.069115,830,1562828920,68871974,map,0,1,47.059113,15.458269,404.0,"(0.34199103999999997, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:08:41.069924,831,1562828921,69679975,map,0,1,47.059113,15.4582691667,403.9,"(0.41602500000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:42.071204,832,1562828922,71039915,map,0,1,47.059113,15.458269,403.8,"(0.34999056, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:08:43.069706,833,1562828923,69588899,map,0,1,47.0591131667,15.4582691667,403.7,"(0.42575624999999995, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:44.070720,834,1562828924,70555925,map,0,1,47.0591133333,15.4582693333,403.6,"(0.35808256000000005, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:08:45.071295,835,1562828925,71149110,map,0,1,47.0591133333,15.4582691667,403.5,"(0.43560000000000004, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:46.070610,836,1562828926,70417881,map,0,1,47.0591133333,15.458269,403.6,"(0.35808256000000005, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:08:47.067377,837,1562828927,67120075,map,0,1,47.0591131667,15.4582688333,403.6,"(0.43560000000000004, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:48.070063,838,1562828928,69905042,map,0,1,47.0591133333,15.4582683333,403.4,"(0.45914175999999995, 0.0, 0.0, 0.0, 0.7174090000000002, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:08:49.070925,839,1562828929,70585966,map,0,1,47.059114,15.458268,403.4,"(0.43560000000000004, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:50.070458,840,1562828930,70295095,map,0,1,47.0591145,15.4582676667,403.3,"(0.43560000000000004, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:51.070367,841,1562828931,70182085,map,0,1,47.0591151667,15.4582671667,403.2,"(0.42575624999999995, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:52.070042,842,1562828932,69849014,map,0,1,47.0591156667,15.4582668333,403.1,"(0.44876601000000005, 0.0, 0.0, 0.0, 0.7174090000000002, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:08:53.070318,843,1562828933,70193052,map,0,1,47.0591158333,15.4582668333,403.0,"(0.41602500000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:54.070745,844,1562828934,70574045,map,0,1,47.059116,15.4582666667,402.9,"(0.41602500000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:55.070493,845,1562828935,70375919,map,0,1,47.0591158333,15.458267,403.0,"(0.41602500000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:56.070449,846,1562828936,70245027,map,0,1,47.059116,15.4582666667,402.9,"(0.43850884, 0.0, 0.0, 0.0, 0.7174090000000002, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:08:57.070348,847,1562828937,70209980,map,0,1,47.0591163333,15.4582665,402.9,"(0.41602500000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:58.066756,848,1562828938,66637992,map,0,1,47.0591163333,15.4582665,402.9,"(0.41602500000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:08:59.070642,849,1562828939,70400953,map,0,1,47.0591161667,15.4582668333,402.8,"(0.41602500000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:00.071576,850,1562828940,71412086,map,0,1,47.0591161667,15.4582666667,402.7,"(0.44876601000000005, 0.0, 0.0, 0.0, 0.7174090000000002, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:09:01.070650,851,1562828941,70513010,map,0,1,47.0591165,15.4582668333,402.5,"(0.44876601000000005, 0.0, 0.0, 0.0, 0.7174090000000002, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:09:02.069079,852,1562828942,68876981,map,0,1,47.0591166667,15.4582668333,402.5,"(0.44876601000000005, 0.0, 0.0, 0.0, 0.7174090000000002, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:09:03.070720,853,1562828943,70481061,map,0,1,47.0591166667,15.4582668333,402.5,"(0.42575624999999995, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:04.069950,854,1562828944,69833040,map,0,1,47.0591168333,15.4582665,402.5,"(0.42575624999999995, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:05.175839,855,1562828945,175697088,map,0,1,47.0591168333,15.4582663333,402.6,"(0.43560000000000004, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:06.070600,856,1562828946,70422887,map,0,1,47.0591171667,15.458266,402.7,"(0.43560000000000004, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:07.070623,857,1562828947,70502996,map,0,1,47.0591175,15.4582658333,402.8,"(0.35808256000000005, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:09:08.071682,858,1562828948,71068048,map,0,1,47.0591175,15.4582655,403.0,"(0.43560000000000004, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:09.068477,859,1562828949,68289041,map,0,1,47.0591176667,15.4582656667,403.1,"(0.43560000000000004, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:10.071234,860,1562828950,71093082,map,0,1,47.0591178333,15.4582653333,403.1,"(0.43560000000000004, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:11.071663,861,1562828951,71466922,map,0,1,47.059118,15.458265,403.2,"(0.42575624999999995, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:12.070879,862,1562828952,70710897,map,0,1,47.0591183333,15.4582641667,403.3,"(0.42575624999999995, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:13.071208,863,1562828953,71069955,map,0,1,47.0591181667,15.4582636667,403.3,"(0.42575624999999995, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:14.072300,864,1562828954,72033882,map,0,1,47.059118,15.4582631667,403.4,"(0.42575624999999995, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:15.071034,865,1562828955,70921897,map,0,1,47.059118,15.4582626667,403.4,"(0.42575624999999995, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:16.067584,866,1562828956,67470073,map,0,1,47.059118,15.4582623333,403.4,"(0.42575624999999995, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:17.070686,867,1562828957,70544004,map,0,1,47.059118,15.4582621667,403.4,"(0.42575624999999995, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:18.070634,868,1562828958,70518970,map,0,1,47.0591176667,15.4582618333,403.3,"(0.42575624999999995, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:19.070117,869,1562828959,70000886,map,0,1,47.0591175,15.4582613333,403.3,"(0.42575624999999995, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:20.072561,870,1562828960,72340965,map,0,1,47.0591173333,15.458261,403.3,"(0.42575624999999995, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:21.072675,871,1562828961,72513103,map,0,1,47.0591171667,15.4582605,403.3,"(0.42575624999999995, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:22.070864,872,1562828962,70739984,map,0,1,47.059117,15.4582601667,403.3,"(0.41602500000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:23.071339,873,1562828963,71192979,map,0,1,47.059117,15.4582598333,403.3,"(0.41602500000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:24.071352,874,1562828964,71228027,map,0,1,47.059117,15.4582595,403.4,"(0.41602500000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:25.074195,875,1562828965,73935985,map,0,1,47.0591168333,15.458259,403.5,"(0.40640624999999997, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:26.077703,876,1562828966,77414035,map,0,1,47.0591168333,15.4582585,403.6,"(0.40640624999999997, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:27.069180,877,1562828967,68898916,map,0,1,47.0591166667,15.4582578333,403.7,"(0.40640624999999997, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:28.070821,878,1562828968,70673942,map,0,1,47.0591165,15.4582573333,403.8,"(0.39690000000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:29.071476,879,1562828969,70816040,map,0,1,47.0591163333,15.4582566667,403.9,"(0.39690000000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:30.070436,880,1562828970,70271968,map,0,1,47.0591161667,15.4582558333,404.0,"(0.39690000000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:31.073080,881,1562828971,72936058,map,0,1,47.0591161667,15.458255,404.2,"(0.39690000000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:32.073002,882,1562828972,72850942,map,0,1,47.059116,15.458254,404.3,"(0.39690000000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:33.070810,883,1562828973,70607900,map,0,1,47.0591161667,15.4582533333,404.5,"(0.39690000000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:34.072084,884,1562828974,71819067,map,0,1,47.0591161667,15.4582526667,404.6,"(0.39690000000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:35.071990,885,1562828975,71646928,map,0,1,47.0591163333,15.4582518333,404.8,"(0.39690000000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:36.068929,886,1562828976,68754911,map,0,1,47.0591165,15.458251,404.9,"(0.38750624999999994, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:37.072231,887,1562828977,72007894,map,0,1,47.0591166667,15.4582503333,405.1,"(0.38750624999999994, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:38.067993,888,1562828978,67851066,map,0,1,47.0591168333,15.4582498333,405.2,"(0.38750624999999994, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:39.070464,889,1562828979,70236921,map,0,1,47.0591173333,15.4582493333,405.4,"(0.38750624999999994, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:40.069963,890,1562828980,69780111,map,0,1,47.059118,15.4582488333,405.5,"(0.378225, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:41.071767,891,1562828981,71618080,map,0,1,47.0591185,15.4582485,405.6,"(0.36905625000000003, 0.0, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:42.069950,892,1562828982,69828987,map,0,1,47.059119,15.4582481667,405.6,"(0.36905625000000003, 0.0, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:43.070162,893,1562828983,69977045,map,0,1,47.0591196667,15.4582478333,405.7,"(0.3600000000000001, 0.0, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:44.069186,894,1562828984,69040060,map,0,1,47.0591205,15.4582476667,405.6,"(0.3600000000000001, 0.0, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:45.070360,895,1562828985,70085048,map,0,1,47.0591208333,15.4582475,405.6,"(0.35105625, 0.0, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:46.075526,896,1562828986,75284957,map,0,1,47.0591211667,15.4582475,405.6,"(0.35105625, 0.0, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:47.074511,897,1562828987,74302911,map,0,1,47.0591215,15.4582476667,405.5,"(0.35105625, 0.0, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:48.071442,898,1562828988,71295022,map,0,1,47.059122,15.4582478333,405.5,"(0.35105625, 0.0, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:49.068807,899,1562828989,68689107,map,0,1,47.0591223333,15.458248,405.4,"(0.35105625, 0.0, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:50.073653,900,1562828990,73282957,map,0,1,47.0591228333,15.4582485,405.4,"(0.35105625, 0.0, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:51.071357,901,1562828991,71218967,map,0,1,47.0591231667,15.458249,405.3,"(0.35105625, 0.0, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:09:52.071334,902,1562828992,71152925,map,0,1,47.0591235,15.4582498333,405.3,"(0.35105625, 0.0, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.0, 144.0)",1
